title,released,rating,ratings_count,genres,platforms
XENOBLADE CHRONICLES X,2015-12-04,RATED T FOR TEEN,1812,ACTION RPG,WII U
XENOGEARS,1998-10-20,RATED T FOR TEEN,386,JRPG,PLAYSTATION
XENON RACER,2019-03-26,RATED E FOR EVERYONE,30,AUTO RACING,PC
XENORAID,2016-11-08,RATED E +10 FOR EVERYONE +10,6,VERTICAL SHOOT-'EM-UP,PLAYSTATION 4
XENOSAGA EPISODE I DER WILLE ZUR MACHT,2003-02-26,RATED T FOR TEEN,113,JRPG,PLAYSTATION 2
XENOSAGA EPISODE II JENSEITS VON GUT UND BOSE,2005-02-15,RATED T FOR TEEN,74,JRPG,PLAYSTATION 2
XENOSAGA EPISODE III ALSO SPRACH ZARATHUSTRA,2006-08-29,RATED T FOR TEEN,100,JRPG,PLAYSTATION 2
XEODRIFTER,2014-12-11,RATED E FOR EVERYONE,20,2D PLATFORMER,3DS
XEVIOUS,2011-07-21,RATED E FOR EVERYONE,13,VERTICAL SHOOT-'EM-UP,3DS
XG BLAST!,2010-06-14,RATED E FOR EVERYONE,0,TOP-DOWN SHOOT-'EM-UP,DS
XGIII EXTREME G RACING,2001-08-21,RATED E FOR EVERYONE,9,FUTURE RACING,PLAYSTATION 2
XGRA EXTREME G RACING ASSOCIATION,2003-09-11,RATED T FOR TEEN,0,FUTURE RACING,PLAYSTATION 2
XIII,2003-11-18,RATED M FOR MATURE,21,FPS,GAMECUBE
XIII,2020-11-10,RATED M FOR MATURE,38,FPS,PLAYSTATION 4
XMEN DESTINY,2011-09-27,RATED T FOR TEEN,78,3D BEAT-'EM-UP,WII
XMEN LEGENDS,2004-09-21,RATED T FOR TEEN,14,ACTION RPG,PLAYSTATION 2
XMEN LEGENDS II RISE OF APOCALYPSE,2005-09-20,RATED T FOR TEEN,17,ACTION RPG,XBOX
XMEN MUTANT ACADEMY,2000-07-11,RATED T FOR TEEN,17,2D FIGHTING,PLAYSTATION
XMEN MUTANT ACADEMY 2,2001-09-17,RATED T FOR TEEN,25,3D FIGHTING,PLAYSTATION
XMEN NEXT DIMENSION,2002-10-15,RATED T FOR TEEN,5,3D FIGHTING,GAMECUBE
XMEN ORIGINS WOLVERINE,2009-05-01,RATED E +10 FOR EVERYONE +10,9,3D BEAT-'EM-UP,DS
XMEN ORIGINS WOLVERINE,2009-05-01,RATED M FOR MATURE,98,3D BEAT-'EM-UP,XBOX 360
XMEN REIGN OF APOCALYPSE,2001-09-25,RATED E +10 FOR EVERYONE +10,15,2D BEAT-'EM-UP,GAME BOY ADVANCE
XMEN THE ARCADE GAME,2010-12-15,RATED E +10 FOR EVERYONE +10,19,2D BEAT-'EM-UP,IOS (IPHONE/IPAD)
XMEN THE OFFICIAL GAME,2006-05-16,RATED T FOR TEEN,11,3D BEAT-'EM-UP,XBOX
XMORPH DEFENSE,2019-02-21,RATED T FOR TEEN,36,DEFENSE,PC
XOTIC,2011-11-16,RATED T FOR TEEN,0,FPS,XBOX 360
XPAND RALLY,2006-04-20,RATED E FOR EVERYONE,14,AUTO RACING SIM,PC
XSQUAD,2000-10-23,RATED T FOR TEEN,0,THIRD PERSON SHOOTER,PLAYSTATION 2
XTYPE PLUS,2014-08-14,RATED E FOR EVERYONE,20,TOP-DOWN SHOOT-'EM-UP,WII U
XUANYUAN SWORD 7,2021-09-30,RATED T FOR TEEN,14,ACTION RPG,PLAYSTATION 4
XXX,2002-07-31,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
XYANIDE,2006-08-15,RATED T FOR TEEN,0,VERTICAL SHOOT-'EM-UP,XBOX
YAGER,2004-10-05,RATED T FOR TEEN,5,ACTION ADVENTURE,XBOX
YAIBA NINJA GAIDEN Z,2014-03-18,RATED M FOR MATURE,99,LINEAR ACTION ADVENTURE,PC
YAKUZA,2006-09-05,RATED M FOR MATURE,133,OPEN-WORLD ACTION,PLAYSTATION 2
YAKUZA 0,2017-01-24,RATED M FOR MATURE,1624,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA 2,2008-09-09,RATED M FOR MATURE,98,OPEN-WORLD ACTION,PLAYSTATION 2
YAKUZA 3,2010-03-09,RATED M FOR MATURE,245,OPEN-WORLD ACTION,PLAYSTATION 3
YAKUZA 3 REMASTERED,2020-02-11,RATED M FOR MATURE,139,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA 4,2011-03-15,RATED M FOR MATURE,290,OPEN-WORLD ACTION,PLAYSTATION 3
YAKUZA 4 REMASTERED,2019-10-29,RATED M FOR MATURE,98,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA 5,2015-12-08,RATED M FOR MATURE,298,OPEN-WORLD ACTION,PLAYSTATION 3
YAKUZA 5 REMASTERED,2020-02-11,RATED M FOR MATURE,130,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA 6 THE SONG OF LIFE,2018-04-17,RATED M FOR MATURE,541,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA DEAD SOULS,2012-03-13,RATED M FOR MATURE,97,ACTION ADVENTURE,PLAYSTATION 3
YAKUZA KIWAMI,2017-08-29,RATED M FOR MATURE,730,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA KIWAMI 2,2018-08-28,RATED M FOR MATURE,473,OPEN-WORLD ACTION,PLAYSTATION 4
YAKUZA LIKE A DRAGON,2020-11-10,RATED M FOR MATURE,688,JRPG,PLAYSTATION 4
YANYA CABALLISTA CITY SKATER,2001-10-01,RATED E FOR EVERYONE,0,SKATING,PLAYSTATION 2
YAR'S REVENGE,2011-04-13,RATED E +10 FOR EVERYONE +10,0,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 3
YARIS,2007-10-10,RATED E +10 FOR EVERYONE +10,47,AUTO RACING,XBOX 360
YESTERDAY ORIGINS,2016-11-17,RATED M FOR MATURE,37,POINT-AND-CLICK,XBOX ONE
YET ANOTHER ZOMBIE DEFENSE HD,2018-06-22,RATED M FOR MATURE,7,DEFENSE,XBOX ONE
YGGDRA UNION WE'LL NEVER FIGHT ALONE,2008-09-16,RATED T FOR TEEN,23,TURN-BASED TACTICS,GAME BOY ADVANCE
YIE AR KUNG FU,2007-07-18,RATED E +10 FOR EVERYONE +10,0,2D FIGHTING,XBOX 360
YIIK A POSTMODERN RPG,2019-01-17,RATED M FOR MATURE,42,JRPG,PLAYSTATION 4
YOKAI WATCH,2015-11-06,RATED E +10 FOR EVERYONE +10,220,TRAINER RPG,3DS
YOKAI WATCH 2 BONY SPIRITS,2016-09-30,RATED E +10 FOR EVERYONE +10,77,TRAINER RPG,3DS
YOKAI WATCH 2 FLESHY SOULS,2016-09-30,RATED E +10 FOR EVERYONE +10,61,TRAINER RPG,3DS
YOKAI WATCH 2 PSYCHIC SPECTERS,2017-09-29,RATED E +10 FOR EVERYONE +10,97,TRAINER RPG,3DS
YOKAI WATCH 3,2019-02-08,RATED E +10 FOR EVERYONE +10,99,TRAINER RPG,3DS
YOKAI WATCH BLASTERS RED CAT CORPS,2018-09-07,RATED E +10 FOR EVERYONE +10,22,3D BEAT-'EM-UP,3DS
YOKAI WATCH BLASTERS WHITE DOG SQUAD,2018-09-07,RATED E +10 FOR EVERYONE +10,16,3D BEAT-'EM-UP,3DS
YOKU'S ISLAND EXPRESS,2018-05-29,RATED E +10 FOR EVERYONE +10,44,PINBALL,PC
YOMAWARI LOST IN THE DARK,2022-10-25,RATED T FOR TEEN,8,ACTION ADVENTURE,PLAYSTATION 4
YOMAWARI MIDNIGHT SHADOWS,2017-10-24,RATED M FOR MATURE,27,ADVENTURE,PLAYSTATION 4
YOMAWARI NIGHT ALONE,2016-10-25,RATED T FOR TEEN,24,ADVENTURE,PLAYSTATION VITA
YOMAWARI THE LONG NIGHT COLLECTION,2018-10-30,RATED M FOR MATURE,10,COMPILATION,NINTENDO SWITCH
YONDER THE CLOUD CATCHER CHRONICLES,2017-07-18,RATED E FOR EVERYONE,56,OPEN-WORLD ACTION,PLAYSTATION 4
YONO AND THE CELESTIAL ELEPHANTS,2017-10-12,RATED E FOR EVERYONE,23,LINEAR ACTION ADVENTURE,PC
YOOKALAYLEE,2017-04-11,RATED E +10 FOR EVERYONE +10,276,3D PLATFORMER,PC
YOOKALAYLEE AND THE IMPOSSIBLE LAIR,2019-10-08,RATED E FOR EVERYONE,116,2D PLATFORMER,PLAYSTATION 4
YOOSTAR 2 IN THE MOVIES,2011-03-08,RATED T FOR TEEN,9,PARTY,XBOX 360
YOSHI TOPSYTURVY,2005-06-13,RATED E FOR EVERYONE,10,2D PLATFORMER,GAME BOY ADVANCE
YOSHI TOUCH & GO,2005-03-14,RATED E FOR EVERYONE,17,2D PLATFORMER,DS
YOSHI'S CRAFTED WORLD,2019-03-28,RATED E FOR EVERYONE,383,3D PLATFORMER,NINTENDO SWITCH
YOSHI'S ISLAND DS,2006-11-13,RATED E FOR EVERYONE,136,2D PLATFORMER,DS
YOSHI'S ISLAND SUPER MARIO ADVANCE 3,2002-09-24,RATED E FOR EVERYONE,226,2D PLATFORMER,GAME BOY ADVANCE
YOSHI'S NEW ISLAND,2014-03-14,RATED E FOR EVERYONE,205,2D PLATFORMER,3DS
YOSHI'S STORY,1998-03-01,RATED E FOR EVERYONE,122,2D PLATFORMER,NINTENDO 64
YOSHI'S WOOLLY WORLD,2015-10-16,RATED E FOR EVERYONE,488,2D PLATFORMER,3DS
YOSUMIN!,2009-05-27,RATED E FOR EVERYONE,0,MATCHING PUZZLE,PC
YOU ARE EMPTY,2007-06-01,RATED M FOR MATURE,60,FPS,PC
YOU DON'T KNOW JACK,2011-02-08,RATED T FOR TEEN,28,TRIVIA,XBOX 360
YOU DON'T KNOW JACK 5TH DEMENTIA,2000-10-30,RATED T FOR TEEN,0,TRIVIA,PC
YOU ME AND THE CUBES,2009-09-21,RATED E FOR EVERYONE,0,ACTION PUZZLE,WII
YOU SUCK AT PARKING,2022-09-14,RATED E FOR EVERYONE,10,AUTO RACING,PC
YOU'RE IN THE MOVIES,2008-11-17,RATED E FOR EVERYONE,7,APPLICATION,XBOX 360
YOUNG SOULS,2022-03-10,RATED M FOR MATURE,18,2D BEAT-'EM-UP,PC
YOUNG THOR,2010-07-20,RATED E +10 FOR EVERYONE +10,9,2D PLATFORMER,PSP
YOUR SHAPE FITNESS EVOLVED,2010-11-04,RATED E FOR EVERYONE,23,EXERCISE,XBOX 360
YOUR SHAPE FITNESS EVOLVED 2012,2011-11-08,RATED E FOR EVERYONE,20,EXERCISE,XBOX 360
YOUR SHAPE FITNESS EVOLVED 2013,2012-11-18,RATED E +10 FOR EVERYONE +10,20,EXERCISE,WII U
YOURSELF!FITNESS,2004-09-27,RATED E FOR EVERYONE,0,EXERCISE,XBOX
YOUTUBERS LIFE OMG EDITION,2018-11-20,RATED E FOR EVERYONE,16,VIRTUAL LIFE,NINTENDO SWITCH
YS BOOK I & II,2009-02-24,RATED T FOR TEEN,5,COMPILATION,DS
YS IX MONSTRUM NOX,2021-02-02,RATED T FOR TEEN,115,ACTION RPG,PLAYSTATION 4
YS MEMORIES OF CELCETA,2013-11-26,RATED T FOR TEEN,289,ACTION RPG,PLAYSTATION VITA
YS ORIGIN,2020-10-01,RATED T FOR TEEN,34,ACTION RPG,PC
YS SEVEN,2010-08-16,RATED T FOR TEEN,79,ACTION RPG,PSP
YS THE ARK OF NAPISHTIM,2005-02-22,RATED T FOR TEEN,32,ACTION RPG,PC
YS THE OATH IN FELGHANA,2010-11-01,RATED T FOR TEEN,90,ACTION RPG,PC
YS VIII LACRIMOSA OF DANA,2017-09-12,RATED T FOR TEEN,315,ACTION RPG,PLAYSTATION VITA
YU YU HAKUSHO  GHOST FILES SPIRIT DETECTIVE,2003-12-02,RATED T FOR TEEN,9,LINEAR ACTION ADVENTURE,GAME BOY ADVANCE
YU YU HAKUSHO DARK TOURNAMENT,2004-09-21,RATED T FOR TEEN,7,3D FIGHTING,PLAYSTATION 2
YUGIOH! 5D'S STARDUST ACCELERATOR WORLD CHAMPIONSHIP 2009,2009-05-19,RATED E FOR EVERYONE,15,CARD BATTLE,DS
YUGIOH! 7 TRIALS TO GLORY WORLD CHAMPIONSHIP TOURNAMENT 2005,2005-02-15,RATED E FOR EVERYONE,8,CARD BATTLE,GAME BOY ADVANCE
YUGIOH! CAPSULE MONSTER COLISEUM,2004-10-26,RATED E FOR EVERYONE,32,CARD BATTLE,PLAYSTATION 2
YUGIOH! DUNGEON DICE MONSTERS,2003-02-12,RATED E FOR EVERYONE,9,CARD BATTLE,GAME BOY ADVANCE
YUGIOH! GX SPIRIT CALLER,2007-01-02,RATED E FOR EVERYONE,21,CARD BATTLE,DS
YUGIOH! GX TAG FORCE,2006-11-14,RATED E FOR EVERYONE,41,CARD BATTLE,PSP
YUGIOH! GX TAG FORCE 2,2007-09-18,RATED E FOR EVERYONE,16,CARD BATTLE,PSP
YUGIOH! GX THE BEGINNING OF DESTINY,2008-01-08,RATED E FOR EVERYONE,19,CARD BATTLE,PLAYSTATION 2
YUGIOH! LEGACY OF THE DUELIST LINK EVOLUTION,2019-08-20,RATED T FOR TEEN,74,CARD BATTLE,NINTENDO SWITCH
YUGIOH! MASTER DUEL,2022-01-19,RATED T FOR TEEN,106,CARD BATTLE,NINTENDO SWITCH
YUGIOH! NIGHTMARE TROUBADOUR,2005-08-30,RATED E FOR EVERYONE,21,CARD BATTLE,DS
YUGIOH! RESHEF OF DESTRUCTION,2004-06-29,RATED E FOR EVERYONE,12,CARD BATTLE,GAME BOY ADVANCE
YUGIOH! RUSH DUEL DAWN OF THE BATTLE ROYALE!!,2021-12-07,RATED E FOR EVERYONE,7,CARD BATTLE,NINTENDO SWITCH
YUGIOH! THE DAWN OF DESTINY,2004-03-23,RATED E FOR EVERYONE,9,CARD BATTLE,XBOX
YUGIOH! THE DUELISTS OF THE ROSES,2003-02-16,RATED E FOR EVERYONE,71,CARD BATTLE,PLAYSTATION 2
YUGIOH! THE FALSEBOUND KINGDOM,2003-11-04,RATED E FOR EVERYONE,24,REAL-TIME STRATEGY,GAMECUBE
YUGIOH! THE SACRED CARDS,2003-11-04,RATED E FOR EVERYONE,22,CARD BATTLE,GAME BOY ADVANCE
YUGIOH! WORLD CHAMPIONSHIP 2007,2007-03-20,RATED E FOR EVERYONE,20,CARD BATTLE,DS
YUGIOH! WORLDWIDE EDITION STAIRWAY TO THE DESTINED DUEL,2003-04-08,RATED E FOR EVERYONE,17,CARD BATTLE,GAME BOY ADVANCE
YUGIOH! ZEXAL WORLD DUEL CARNIVAL,2014-09-25,RATED E +10 FOR EVERYONE +10,34,CARD BATTLE,3DS
YUMI'S ODD ODYSSEY,2014-03-20,RATED E FOR EVERYONE,22,2D PLATFORMER,3DS
YURUKILL THE CALUMNIATION GAMES,2022-07-05,RATED T FOR TEEN,9,VERTICAL SHOOT-'EM-UP,PLAYSTATION 5
ZACK & WIKI QUEST FOR BARBAROS' TREASURE,2007-10-23,RATED E FOR EVERYONE,68,ADVENTURE,WII
ZACK ZERO,2012-01-17,RATED E FOR EVERYONE,19,2D PLATFORMER,PLAYSTATION 3
ZANKI ZERO LAST BEGINNING,2019-04-09,RATED M FOR MATURE,40,RPG,PLAYSTATION 4
ZAPPER,2002-11-06,RATED E FOR EVERYONE,0,3D PLATFORMER,PC
ZATCH BELL! MAMODO BATTLES,2005-10-19,RATED T FOR TEEN,6,3D FIGHTING,GAMECUBE
ZATCH BELL! MAMODO FURY,2006-09-19,RATED T FOR TEEN,9,3D FIGHTING,GAMECUBE
ZATHURA,2005-11-02,RATED E +10 FOR EVERYONE +10,0,ACTION ADVENTURE,PLAYSTATION 2
ZAX THE ALIEN HUNTER,2001-10-09,RATED T FOR TEEN,10,ACTION,PC
ZEIT SQUARED,2011-01-12,RATED E FOR EVERYONE,0,VERTICAL SHOOT-'EM-UP,PC
ZELDA II THE ADVENTURE OF LINK,2004-10-25,RATED E FOR EVERYONE,84,ACTION RPG,GAME BOY ADVANCE
ZEN PINBALL,2009-05-14,RATED E FOR EVERYONE,15,PINBALL,IOS (IPHONE/IPAD)
ZEN PINBALL 2,2013-12-24,RATED E +10 FOR EVERYONE +10,92,PINBALL,WII U
ZEN PINBALL 2 PORTAL PINBALL,2015-05-26,RATED E +10 FOR EVERYONE +10,14,PINBALL,PLAYSTATION 4
ZEN PINBALL 2 SOUTH PARK SUPERSWEET PINBALL,2014-10-14,RATED E +10 FOR EVERYONE +10,28,PINBALL,PLAYSTATION 3
ZEN PINBALL 2 THE WALKING DEAD,2014-08-26,RATED E +10 FOR EVERYONE +10,19,PINBALL,PC
ZEN PINBALL 3D,2012-01-12,RATED E +10 FOR EVERYONE +10,24,PINBALL,3DS
ZENDOKU,2007-06-26,RATED E FOR EVERYONE,0,LOGIC PUZZLE,DS
ZENITH,2016-09-20,RATED M FOR MATURE,11,ACTION RPG,XBOX ONE
ZENO CLASH,2009-04-21,RATED T FOR TEEN,187,3D BEAT-'EM-UP,PC
ZENO CLASH II,2013-04-30,RATED T FOR TEEN,141,3D BEAT-'EM-UP,PC
ZENO CLASH ULTIMATE EDITION,2010-05-05,RATED T FOR TEEN,10,3D BEAT-'EM-UP,XBOX 360
ZERO D BEAT DROP,2009-11-11,RATED E FOR EVERYONE,0,RHYTHM,XBOX 360
ZERO ESCAPE THE NONARY GAMES,2017-03-24,RATED M FOR MATURE,160,COMPILATION,PLAYSTATION 4
ZERO ESCAPE VIRTUE'S LAST REWARD,2012-10-23,RATED M FOR MATURE,313,VISUAL NOVEL,PLAYSTATION VITA
ZEUS MASTER OF OLYMPUS,2000-10-22,RATED E FOR EVERYONE,90,MANAGEMENT,PC
ZHEROS,2016-01-15,RATED E +10 FOR EVERYONE +10,40,3D BEAT-'EM-UP,PC
ZHP UNLOSING RANGER VS DARKDEATH EVILMAN,2010-10-25,RATED T FOR TEEN,1113,TURN-BASED TACTICS,PSP
ZIGGURAT,2015-04-21,RATED T FOR TEEN,26,FPS,PC
ZOIDS ASSAULT,2008-09-09,RATED T FOR TEEN,8,TURN-BASED STRATEGY,XBOX 360
ZOIDS WILD BLAST UNLEASHED,2020-10-16,RATED E +10 FOR EVERYONE +10,0,ACTION,NINTENDO SWITCH
ZOMBEER,2015-01-30,RATED M FOR MATURE,25,FPS,PLAYSTATION 3
ZOMBIE APOCALYPSE,2009-09-23,RATED M FOR MATURE,10,TOP-DOWN SHOOT-'EM-UP,XBOX 360
ZOMBIE APOCALYPSE NEVER DIE ALONE,2011-10-26,RATED M FOR MATURE,8,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 3
ZOMBIE ARMY 4 DEAD WAR,2020-02-04,RATED M FOR MATURE,157,THIRD PERSON SHOOTER,PC
ZOMBIE ARMY TRILOGY,2015-03-03,RATED M FOR MATURE,131,THIRD PERSON SHOOTER,PC
ZOMBIE DRIVER,2009-12-04,RATED M FOR MATURE,72,FUTURE RACING,PC
ZOMBIE DRIVER HD,2012-10-17,RATED M FOR MATURE,12,VEHICLE COMBAT SIM,XBOX 360
ZOMBIE DRIVER ULTIMATE EDITION,2019-07-25,RATED M FOR MATURE,0,VEHICLE COMBAT SIM,NINTENDO SWITCH
ZOMBIE PANIC IN WONDERLAND,2010-05-03,RATED T FOR TEEN,5,THIRD PERSON SHOOTER,WII
ZOMBIE REVENGE,2000-01-25,RATED M FOR MATURE,6,3D BEAT-'EM-UP,DREAMCAST
ZOMBIE ROLLERZ PINBALL HEROES,2022-03-02,RATED E FOR EVERYONE,0,PINBALL,IOS (IPHONE/IPAD)
ZOMBIE TYCOON 2 BRAINHOV'S REVENGE,2013-04-30,RATED T FOR TEEN,14,TYCOON,PLAYSTATION 3
ZOMBIE VIKINGS,2015-09-01,RATED T FOR TEEN,41,2D BEAT-'EM-UP,PLAYSTATION 4
ZOMBIE WRANGLERS,2009-05-06,RATED E +10 FOR EVERYONE +10,0,THIRD PERSON SHOOTER,XBOX 360
ZOMBIELAND HEADSHOT FEVER RELOADED,2023-02-22,RATED M FOR MATURE,0,LIGHT GUN,PLAYSTATION 5
ZOMBIU,2012-11-18,RATED M FOR MATURE,794,SURVIVAL,PLAYSTATION 4
ZONE OF THE ENDERS,2001-03-26,RATED M FOR MATURE,70,VEHICLE COMBAT SIM,PLAYSTATION 2
ZONE OF THE ENDERS HD COLLECTION,2012-10-30,RATED M FOR MATURE,61,COMPILATION,PLAYSTATION 3
ZONE OF THE ENDERS THE 2ND RUNNER,2003-03-10,RATED M FOR MATURE,78,VEHICLE COMBAT SIM,PLAYSTATION 2
ZONE OF THE ENDERS THE 2ND RUNNER MARS,2018-09-04,RATED T FOR TEEN,46,VEHICLE COMBAT SIM,PLAYSTATION 4
ZONE OF THE ENDERS THE FIST OF MARS,2002-02-26,RATED E FOR EVERYONE,12,TURN-BASED STRATEGY,GAME BOY ADVANCE
ZOO EMPIRE,2004-08-01,RATED E FOR EVERYONE,10,TYCOON,PC
ZOO KEEPER,2005-01-18,RATED E FOR EVERYONE,0,MATCHING PUZZLE,DS
ZOO TYCOON,2005-10-11,RATED E FOR EVERYONE,11,TYCOON,PC
ZOO TYCOON,2013-11-22,RATED E FOR EVERYONE,325,TYCOON,XBOX ONE
ZOO TYCOON 2,2004-11-11,RATED E FOR EVERYONE,69,TYCOON,PC
ZOO TYCOON 2 ENDANGERED SPECIES,2005-10-19,RATED E +10 FOR EVERYONE +10,16,TYCOON,PC
ZOO TYCOON DINOSAUR DIGS,2002-05-19,RATED E FOR EVERYONE,9,TYCOON,PC
ZOO TYCOON MARINE MANIA,2002-10-21,RATED E FOR EVERYONE,11,TYCOON,PC
ZOOCUBE,2002-05-05,RATED E FOR EVERYONE,0,PUZZLE,GAME BOY ADVANCE
ZOONIES  ESCAPE FROM MAKATU,2011-08-18,RATED E FOR EVERYONE,0,2D PLATFORMER,DS
ZORRO THE CHRONICLES,2022-06-16,RATED E +10 FOR EVERYONE +10,0,ACTION ADVENTURE,PC
ZOTRIX,2015-12-08,RATED E FOR EVERYONE,6,TOP-DOWN SHOOT-'EM-UP,PC
ZUBO,2009-03-10,RATED E +10 FOR EVERYONE +10,0,RHYTHM,DS
ZUMA DELUXE,2005-11-22,RATED E FOR EVERYONE,14,MATCHING PUZZLE,PLAYSTATION 3
ZUMA'S REVENGE!,2009-09-15,RATED E FOR EVERYONE,50,ACTION PUZZLE,PC
ZUMBA FITNESS JOIN THE PARTY,2010-11-18,RATED E FOR EVERYONE,17,EXERCISE,PLAYSTATION 3
ZUMBA FITNESS RUSH,2012-02-13,RATED E +10 FOR EVERYONE +10,5,EXERCISE,XBOX 360
a boy and his blob,2009-10-13,RATED E FOR EVERYONE,41,Action,Android
a case of distrust,2018-02-08,RATED T FOR TEEN,16,Adventure,Nintendo Switch
a dance of fire and ice,2019-01-03,RATED E FOR EVERYONE,60,Arcade,Android
a fishermans tale,2019-01-22,RATED T FOR TEEN,26,Adventure,PC
a kiss for the petals  remembering how we met,2015-09-24,RATED AO FOR ADULTS ONLY,16,Adventure,PC
a land fit for heroes,2016-05-03,RATED M FOR MATURE,6,Adventure,Android
a memoir blue,2022-03-24,RATED T FOR TEEN,72,Adventure,Xbox Series S/X
a plague tale innocence,2019-05-13,RATED M FOR MATURE,1420,Action,PC
a plague tale requiem,2022-10-17,RATED M FOR MATURE,353,Action,Xbox Series S/X
a short hike,2019-07-29,RATED E FOR EVERYONE,424,Adventure,PC
a way out,2018-03-23,RATED M FOR MATURE,1512,Action,PC
aarus awakening,2015-02-23,RATED E FOR EVERYONE,80,Action,Xbox One
abandon ship,2019-10-21,RATED T FOR TEEN,10,Action,iOS
absolute drift,2015-07-24,RATED E FOR EVERYONE,117,Action,iOS
absolver,2017-08-28,RATED T FOR TEEN,404,Action,PC
abyss odyssey,2014-07-15,RATED M FOR MATURE,68,Action,PlayStation 3
abyss the wraiths of eden,2014-04-03,RATED T FOR TEEN,41,Adventure,Xbox One
abzu,2016-08-02,RATED E FOR EVERYONE,1065,Adventure,PlayStation 4
ace attorney investigations  miles edgeworth,2009-05-28,RATED T FOR TEEN,75,Adventure,Android
ace combat 6 fires of liberation,2007-10-23,RATED T FOR TEEN,47,Action,Xbox One
ace combat 7 skies unknown,2019-01-18,RATED T FOR TEEN,271,Action,Xbox One
ace combat infinity,2014-05-20,RATED T FOR TEEN,42,Action,PlayStation 3
ace of seafood,2016-04-08,RATED T FOR TEEN,10,Action,PlayStation 4
action taimanin,2020-10-05,RATED T FOR TEEN,11,Action,PC
adams venture origins,2016-04-01,RATED E FOR EVERYONE,18,Adventure,Xbox One
advance wars,2001-09-10,RATED E FOR EVERYONE,78,Strategy,Wii U
advent rising,2005-08-08,RATED M FOR MATURE,56,Action,PC
adventure island ,1986-09-12,RATED E FOR EVERYONE,88,Action,NES
aegis defenders,2018-02-07,RATED E FOR EVERYONE,105,Action,PlayStation 4
aegis wing,2007-05-16,RATED E FOR EVERYONE,61,Action,Xbox 360
afro samurai,2009-01-27,RATED M FOR MATURE,34,Action,Xbox 360
afterparty,2019-10-29,RATED M FOR MATURE,91,Adventure,PlayStation 4
agarest generations of war,2009-10-30,RATED T FOR TEEN,39,Adventure,PC
agatha christie  the abc murders,2016-02-03,RATED T FOR TEEN,71,Action,Xbox One
age of booty,2008-10-15,RATED E FOR EVERYONE,15,Strategy,Xbox 360
age of civilizations ii,2018-11-20,RATED E FOR EVERYONE,38,Strategy,iOS
age of conquest iv,2016-04-05,RATED T FOR TEEN,24,Strategy,PC
age of empires definitive edition,2018-02-20,RATED E FOR EVERYONE,97,Strategy,PC
age of empires iii,2005-10-18,RATED T FOR TEEN,125,Strategy,PC
age of empires iv,2021-10-28,RATED T FOR TEEN,143,Strategy,PC
age of wonders 4,2023-05-01,RATED RP FOR RATE PENDING,27,Strategy,PlayStation 5
age of wonders planetfall,2019-08-05,RATED T FOR TEEN,98,Strategy,PC
agent awesome,2015-02-17,RATED T FOR TEEN,38,Strategy,iOS
agents of mayhem,2017-08-15,RATED M FOR MATURE,169,Action,PC
agony,2018-05-29,RATED M FOR MATURE,98,Action,Nintendo Switch
ai the somnium files,2019-09-17,RATED M FOR MATURE,124,Adventure,Nintendo Switch
ai the somnium files  nirvana initiative,2022-06-24,RATED M FOR MATURE,16,Adventure,Xbox Series S/X
ai war fleet command,2009-05-09,RATED T FOR TEEN,50,Strategy,PC
aion freetoplay,2015-12-16,RATED T FOR TEEN,58,Massively Multiplayer,PC
akane,2018-09-09,RATED M FOR MATURE,30,Action,PC
akane the kunoichi,2012-06-14,RATED T FOR TEEN,14,Action,iOS
akibas trip undead ＆ undressed,2014-08-12,RATED M FOR MATURE,38,Action,PlayStation 4
alan wake,2010-05-14,RATED T FOR TEEN,2167,Action,Xbox 360
alan wake 2,2023-10-27,RATED M FOR MATURE,254,Action,Xbox Series S/X
alan wake remastered,2021-10-05,RATED T FOR TEEN,171,Action,PlayStation 5
albion online,2017-07-17,RATED T FOR TEEN,196,Action,PC
alekhines gun,2016-03-01,RATED M FOR MATURE,14,Action,PlayStation 4
alice madness returns,2011-06-14,RATED M FOR MATURE,538,Action,PC
alien hominid hd,2010-06-23,RATED T FOR TEEN,63,Action,PC
alien isolation,2014-10-05,RATED M FOR MATURE,1398,Action,PC
alien shooter,2003-09-14,RATED M FOR MATURE,226,Action,PC
alien shooter 2 reloaded,2006-09-06,RATED M FOR MATURE,131,Action,PC
alien shooter td,2016-09-07,RATED M FOR MATURE,15,Action,iOS
alienation,2016-04-26,RATED M FOR MATURE,281,Action,PlayStation 4
aliens colonial marines,2013-02-11,RATED M FOR MATURE,110,Action,Xbox 360
aliens colonial marines collection,2013-02-11,RATED M FOR MATURE,100,Action,PC
aliens vs predator,2010-02-16,RATED M FOR MATURE,408,Action,Xbox 360
all walls must fall,2017-08-08,RATED E FOR EVERYONE,14,Action,PC
