title,released,rating,ratings_count,genres,platforms
JOINT OPERATIONS TYPHOON RISING,2004-06-15,RATED T FOR TEEN,25,TACTICAL FPS,PC
JOINT TASK FORCE,2006-09-12,,4,ACTION,PC
JOINT TASK FORCE,2006-09-12,RATED T FOR TEEN,22,REAL-TIME TACTICS,PC
JOJO'S BIZARRE ADVENTURE ALLSTAR BATTLE,2014-04-29,RATED T FOR TEEN,98,3D FIGHTING,PLAYSTATION 3
JOJO'S BIZARRE ADVENTURE ALLSTAR BATTLE R,2022-09-02,RATED T FOR TEEN,37,3D FIGHTING,PLAYSTATION 5
JOJO'S BIZARRE ADVENTURE EYES OF HEAVEN,2016-06-28,RATED T FOR TEEN,180,3D FIGHTING,PLAYSTATION 4
JOJO'S BIZARRE ADVENTURE HD VER,2012-08-21,RATED T FOR TEEN,27,2D FIGHTING,PLAYSTATION 3
JOJOS BIZARRE ADVENTURE ALLSTAR BATTLE,2013-08-29,RATED T FOR TEEN,42,ARCADE,PLAYSTATION 3
JOJOS BIZARRE ADVENTURE ALLSTAR BATTLE R,2022-09-02,,19,ACTION,PLAYSTATION 5
JOJO’S BIZARRE ADVENTURE EYES OF HEAVEN,2015-11-17,RATED T FOR TEEN,82,ACTION,PLAYSTATION 4
JOLLY ROVER,2010-06-07,,20,ADVENTURE,PC
JOLLY ROVER,2010-06-07,RATED E +10 FOR EVERYONE +10,28,POINT-AND-CLICK,PC
JON SHAFER'S AT THE GATES,2019-01-23,,15,4X STRATEGY,PC
JONAHS PATH,2016-07-07,,1,INDIE,PC
JONES ON FIRE,2015-03-27,,22,ACTION,WII U
JOTUN,2015-09-29,RATED T FOR TEEN,124,ACTION ADVENTURE,PC
JOTUN VALHALLA EDITION,2015-09-29,RATED T FOR TEEN,503,ACTION,PLAYSTATION 4
JOURNEY,2012-03-13,RATED E FOR EVERYONE,1700,3D PLATFORMER,PLAYSTATION 3
JOURNEY,2012-03-13,,2392,ADVENTURE,PC
JOURNEY OF A ROACH,2013-10-04,RATED T FOR TEEN,59,ADVENTURE,MACOS
JOURNEY OF A ROACH,2013-11-04,,49,POINT-AND-CLICK,PC
JOURNEY OF THE BROKEN CIRCLE,2020-09-18,RATED E FOR EVERYONE,24,ADVENTURE,PC
JOURNEY TO FOUNDATION,2023-10-26,RATED T FOR TEEN,0,ACTION ADVENTURE,PLAYSTATION 5
JOURNEY TO THE CENTER OF THE EARTH,2003-02-15,,46,ADVENTURE,PC
JOURNEY TO THE CENTER OF THE EARTH,2003-10-27,RATED E FOR EVERYONE,10,THIRD-PERSON ADVENTURE,PC
JOURNEY TO THE SAVAGE PLANET,2020-01-28,,200,ACTION,NINTENDO SWITCH
JOURNEY TO THE SAVAGE PLANET,2020-01-28,RATED T FOR TEEN,95,OPEN-WORLD ACTION,PC
JOUST,1982-07-16,,29,ACTION,ATARI ST
JOUST,2005-11-22,RATED E FOR EVERYONE,5,2D PLATFORMER,PLAYSTATION 3
JOY RIDE TURBO,2012-05-23,RATED E FOR EVERYONE,32,ACTION,XBOX ONE
JOY RIDE TURBO,2012-05-23,RATED E FOR EVERYONE,29,AUTO RACING,XBOX 360
JSRF JET SET RADIO FUTURE,2002-02-25,RATED T FOR TEEN,107,3D PLATFORMER,XBOX
JSTARS VICTORY VS+,2015-06-30,RATED T FOR TEEN,110,3D FIGHTING,PLAYSTATION 4
JUANITO ARCADE MAYHEM,2017-08-03,RATED E FOR EVERYONE,4,ACTION,PC
JUDGE DREDD COUNTDOWN SECTOR 106,2012-08-01,,0,BOARD,IOS (IPHONE/IPAD)
JUDGE DREDD DREDD VS DEATH,2003-10-17,RATED M FOR MATURE,44,ACTION,GAMECUBE
JUDGE DREDD DREDD VS DEATH,2005-02-23,RATED M FOR MATURE,5,FPS,PC
JUDGMENT,2018-12-13,RATED M FOR MATURE,92,ACTION,PC
JUDGMENT,2019-06-21,RATED M FOR MATURE,563,OPEN-WORLD ACTION,PLAYSTATION 4
JUDGMENT APOCALYPSE SURVIVAL SIMULATION,2015-11-01,,27,STRATEGY,PC
JUICED,2005-06-13,RATED T FOR TEEN,10,AUTO RACING SIM,XBOX
JUICED 2 HOT IMPORT NIGHTS,2007-09-17,RATED T FOR TEEN,21,AUTO RACING SIM,PLAYSTATION 3
JUICED ELIMINATOR,2006-06-28,RATED T FOR TEEN,8,AUTO RACING,PSP
JUKA AND THE MONOPHONIC MENACE,2006-10-24,RATED E FOR EVERYONE,0,ACTION ADVENTURE,GAME BOY ADVANCE
JULIA AMONG THE STARS,2014-09-12,,19,ADVENTURE,PC
JULIA AMONG THE STARS,2014-09-12,,26,POINT-AND-CLICK,PC
JUMP FORCE,2019-02-12,RATED T FOR TEEN,323,3D FIGHTING,XBOX ONE
JUMP FORCE,2019-02-15,,184,ACTION,XBOX ONE
JUMP FORCE DELUXE EDITION,2020-08-28,RATED T FOR TEEN,38,3D FIGHTING,NINTENDO SWITCH
JUMP KING,2019-05-02,RATED E FOR EVERYONE,40,ACTION,PLAYSTATION 4
JUMP STARS,2017-06-06,,7,ACTION,PLAYSTATION 4
JUMPBALL,2016-10-24,,12,SPORTS,LINUX
JUMPER GRIFFIN'S STORY,2008-02-12,RATED T FOR TEEN,13,3D FIGHTING,PLAYSTATION 2
JUMPGATE THE RECONSTRUCTION INITIATIVE,2001-09-23,RATED E FOR EVERYONE,0,SPACE SIM,PC
JUMPING JOE & FRIENDS,2018-05-25,RATED E FOR EVERYONE,13,2D PLATFORMER,NINTENDO SWITCH
JUMPJET REX,2015-01-14,,14,2D PLATFORMER,PC
JUMPJET REX,2015-04-21,RATED E FOR EVERYONE,41,ACTION,PLAYSTATION 4
JUMPSTART ESCAPE FROM ADVENTURE ISLAND,2009-11-17,RATED E FOR EVERYONE,0,EDUTAINMENT,WII
JUMPSTER,2012-09-26,,0,2D PLATFORMER,IOS (IPHONE/IPAD)
JUNGLE RUMBLE FREEDOM HAPPINESS AND BANANAS,2015-02-10,RATED E FOR EVERYONE,0,RHYTHM,IOS (IPHONE/IPAD)
JUNIPERS KNOT,2012-04-12,RATED M FOR MATURE,8,CASUAL,MACOS
JUNK JACK,2011-11-07,,9,SANDBOX,IOS (IPHONE/IPAD)
JUNK JACK X,2013-08-29,,8,SANDBOX,IOS (IPHONE/IPAD)
JUON THE GRUDGE,2009-10-13,RATED M FOR MATURE,25,SURVIVAL,WII
JUPITER & MARS,2019-04-22,RATED E FOR EVERYONE,18,ACTION ADVENTURE,PLAYSTATION 4
JUPITER HELL,2021-08-05,,10,RPG,PC
JUPITER HELL,2021-08-05,,15,TURN-BASED TACTICS,PC
JURASSIC PARK,1993-01-01,,45,ACTION,COMMODORE / AMIGA
JURASSIC PARK CLASSIC GAMES COLLECTION,2023-11-21,RATED E +10 FOR EVERYONE +10,0,COMPILATION,PLAYSTATION 5
JURASSIC PARK III THE DNA FACTOR,2001-07-16,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
JURASSIC PARK OPERATION GENESIS,2003-03-26,RATED T FOR TEEN,20,TYCOON,PC
JURASSIC PARK THE GAME,2011-11-15,RATED T FOR TEEN,93,ACTION,PC
JURASSIC PARK THE GAME,2011-11-15,RATED T FOR TEEN,204,POINT-AND-CLICK,PC
JURASSIC WORLD AFTERMATH COLLECTION,2022-11-10,RATED T FOR TEEN,0,COMPILATION,NINTENDO SWITCH
JURASSIC WORLD EVOLUTION,2018-06-11,RATED T FOR TEEN,327,TYCOON,PLAYSTATION 4
JURASSIC WORLD EVOLUTION,2018-06-12,RATED T FOR TEEN,331,ACTION,XBOX ONE
JURASSIC WORLD EVOLUTION 2,2021-11-09,RATED T FOR TEEN,51,STRATEGY,PLAYSTATION 5
JURASSIC WORLD EVOLUTION 2,2021-11-09,RATED T FOR TEEN,65,TYCOON,XBOX SERIES X
JURASSIC WORLD EVOLUTION COMPLETE EDITION,2020-11-03,,31,TYCOON,NINTENDO SWITCH
JUSANT,2023-10-30,,93,ACTION,PC
JUSANT,2023-10-31,RATED E FOR EVERYONE,61,ACTION ADVENTURE,XBOX SERIES X
JUST ACT NATURAL,2021-05-18,,10,ACTION,PC
JUST BEARLY,2018-05-31,,5,CASUAL,PC
JUST CAUSE,2006-09-22,RATED M FOR MATURE,427,ACTION,XBOX 360
JUST CAUSE,2006-09-27,RATED M FOR MATURE,46,OPEN-WORLD ACTION,PC
JUST CAUSE 2,2010-03-23,RATED M FOR MATURE,1316,ACTION,XBOX 360
JUST CAUSE 2,2010-03-23,RATED M FOR MATURE,257,OPEN-WORLD ACTION,PC
JUST CAUSE 2 MULTIPLAYER MOD,2013-12-16,,315,ACTION,PC
JUST CAUSE 3,2015-11-30,RATED M FOR MATURE,1526,ACTION,XBOX ONE
JUST CAUSE 3,2015-11-30,RATED M FOR MATURE,940,OPEN-WORLD ACTION,PLAYSTATION 4
JUST CAUSE 3 MULTIPLAYER MOD,2017-07-20,RATED AO FOR ADULTS ONLY,64,ACTION,PC
JUST CAUSE 3 MULTIPLAYER MOD,2017-07-20,RATED AO FOR ADULTS ONLY,64,ACTION,PC
JUST CAUSE 3 SKY FORTRESS,2016-03-15,,22,OPEN-WORLD ACTION,PC
JUST CAUSE 4,2018-12-04,RATED M FOR MATURE,491,ACTION,PC
JUST CAUSE 4,2018-12-04,RATED M FOR MATURE,473,OPEN-WORLD ACTION,XBOX ONE
JUST DANCE,2009-11-17,RATED E +10 FOR EVERYONE +10,30,DANCING,WII
JUST DANCE 2,2010-10-12,RATED E +10 FOR EVERYONE +10,32,DANCING,WII
JUST DANCE 2014,2013-09-25,,57,ARCADE,WII
JUST DANCE 2014,2013-10-08,RATED E +10 FOR EVERYONE +10,37,DANCING,XBOX ONE
JUST DANCE 2015,2014-10-21,,59,ARCADE,XBOX ONE
JUST DANCE 2015,2014-10-21,RATED E +10 FOR EVERYONE +10,21,DANCING,XBOX ONE
JUST DANCE 2016,2015-10-20,,62,ACTION,PLAYSTATION 4
JUST DANCE 2016,2015-10-20,RATED E +10 FOR EVERYONE +10,28,DANCING,XBOX ONE
JUST DANCE 2017,2016-10-25,,109,CASUAL,PLAYSTATION 4
JUST DANCE 2017,2017-03-03,RATED E +10 FOR EVERYONE +10,73,DANCING,WII U
JUST DANCE 2018,2017-09-18,,80,ACTION,WII
JUST DANCE 2018,2017-10-24,RATED E +10 FOR EVERYONE +10,42,DANCING,XBOX ONE
JUST DANCE 2019,2018-10-23,,82,CASUAL,WII U
JUST DANCE 2019,2018-10-23,RATED E FOR EVERYONE,27,DANCING,PLAYSTATION 4
JUST DANCE 2020,2019-11-05,RATED E +10 FOR EVERYONE +10,43,DANCING,XBOX ONE
JUST DANCE 2020,2019-11-05,,53,SPORTS,PLAYSTATION 4
JUST DANCE 2021,2020-11-12,RATED E FOR EVERYONE,30,CASUAL,XBOX SERIES S/X
JUST DANCE 2021,2020-11-12,RATED E FOR EVERYONE,22,DANCING,NINTENDO SWITCH
JUST DANCE 2022,2021-11-04,RATED E +10 FOR EVERYONE +10,19,DANCING,PLAYSTATION 4
JUST DANCE 2023 EDITION,2022-11-22,RATED E FOR EVERYONE,25,DANCING,NINTENDO SWITCH
JUST DANCE 2024 EDITION,2023-10-24,RATED E FOR EVERYONE,15,DANCING,NINTENDO SWITCH
JUST DANCE 3,2011-10-07,,37,ARCADE,PLAYSTATION 3
JUST DANCE 3,2011-10-07,RATED E +10 FOR EVERYONE +10,19,DANCING,WII
JUST DANCE 4,2012-10-02,,41,ARCADE,WII
JUST DANCE 4,2012-10-09,RATED E +10 FOR EVERYONE +10,38,DANCING,XBOX 360
JUST DESERTS,2016-07-24,,4,STRATEGY,LINUX
JUST DIE ALREADY,2021-05-20,,25,ACTION,PC
JUST FISHING,,,9,ACTION,MACOS
JUST GET THROUGH,2015-01-30,,4,ACTION,PC
JUST HERO,2016-09-28,,5,CASUAL,PC
JUST IGNORE THEM,2017-04-28,RATED M FOR MATURE,13,ADVENTURE,PLAYSTATION 4
JUST ONE LINE,2017-07-10,,2,ADVENTURE,PC
JUST SHAPES & BEATS,2018-05-31,,79,ACTION,NINTENDO SWITCH
JUST SHAPES & BEATS,2018-05-31,RATED E +10 FOR EVERYONE +10,81,RHYTHM,PC
JUST SKI,2017-05-10,,3,ACTION,PC
JUSTICE LEAGUE  EARTH'S FINAL DEFENSE,2012-08-01,,0,ADVENTURE,IOS (IPHONE/IPAD)
JUSTICE LEAGUE CHRONICLES,2003-11-12,RATED E FOR EVERYONE,0,2D BEAT-'EM-UP,GAME BOY ADVANCE
JUSTICE LEAGUE HEROES,2006-10-17,RATED T FOR TEEN,36,ACTION RPG,XBOX
JUSTICE LEAGUE HEROES THE FLASH,2006-10-17,RATED E +10 FOR EVERYONE +10,6,2D BEAT-'EM-UP,GAME BOY ADVANCE
JUSTICE LEAGUE INJUSTICE FOR ALL,2002-11-17,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
JYDGE,2017-10-03,,33,ACTION,IOS
JYDGE,2017-10-03,RATED T FOR TEEN,11,TOP-DOWN SHOOT-'EM-UP,PC
K1 WORLD GRAND PRIX,2003-07-09,RATED T FOR TEEN,0,COMBAT SPORT,PLAYSTATION 2
KABITIS,2016-06-02,,6,ACTION,MACOS
KABOUNCE,2018-05-29,,101,ACTION,PLAYSTATION 4
KABUKI WARRIORS,2001-11-19,RATED M FOR MATURE,6,2D FIGHTING,XBOX
KAIJU WARS,2022-04-28,,0,TURN-BASED TACTICS,PC
KAIRO,2013-01-24,,5,FIRST-PERSON ADVENTURE,PC
KAIRO,2013-04-24,,47,ADVENTURE,MACOS
KAKUTO CHOJIN,2002-11-11,RATED T FOR TEEN,0,3D FIGHTING,XBOX
KALABAN,2016-12-29,,2,ACTION,PC
KALIMBA,2014-12-17,RATED T FOR TEEN,11,ACTION,XBOX ONE
KALIMBA,2014-12-17,RATED E FOR EVERYONE,35,ACTION PUZZLE,XBOX ONE
KALONLINE,2016-07-13,,3,ACTION,PC
KAMEO,2009-08-11,RATED T FOR TEEN,99,ACTION,XBOX 360
KAMEO ELEMENTS OF POWER,2005-11-07,RATED T FOR TEEN,112,ACTION ADVENTURE,XBOX 360
KAMI,2013-10-10,,47,CASUAL,NINTENDO 3DS
KAMI RETRO,2011-03-10,,0,2D PLATFORMER,IOS (IPHONE/IPAD)
KAMIKO,2017-04-27,RATED E FOR EVERYONE,109,ACTION ADVENTURE,NINTENDO SWITCH
KAMIWAZA WAY OF THE THIEF,2022-10-11,RATED T FOR TEEN,0,ACTION ADVENTURE,NINTENDO SWITCH
KAMUI,2014-12-11,,3,ACTION,PC
KANDAGAWA JET GIRLS,2020-08-18,RATED T FOR TEEN,17,ARCADE RACING,PLAYSTATION 4
KANE & LYNCH 2,2010-08-17,RATED M FOR MATURE,87,ACTION,XBOX 360
KANE & LYNCH 2 DOG DAYS,2010-08-17,RATED AO FOR ADULTS ONLY,493,ACTION,PC
KANE & LYNCH 2 DOG DAYS,2010-08-17,RATED M FOR MATURE,148,THIRD PERSON SHOOTER,PLAYSTATION 3
KANE & LYNCH DEAD MEN,2007-11-13,RATED M FOR MATURE,68,TACTICAL THIRD PERSON SHOOTER,PC
KANE AND LYNCH DEAD MEN,2007-11-13,RATED M FOR MATURE,445,ACTION,PC
KAO THE KANGAROO,2001-02-13,RATED E FOR EVERYONE,9,3D PLATFORMER,DREAMCAST
KAO THE KANGAROO,2001-12-11,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
KAO THE KANGAROO,2022-05-27,RATED E +10 FOR EVERYONE +10,19,3D PLATFORMER,PC
KAO THE KANGAROO ROUND 2,2005-04-15,,130,ACTION,PC
KAO THE KANGAROO ROUND 2,2005-04-15,,130,ACTION,PC
KAO THE KANGAROO ROUND 2,2006-03-29,RATED E FOR EVERYONE,17,3D PLATFORMER,PC
KAPITAL SPARKS OF REVOLUTION,2022-04-28,,0,MANAGEMENT,PC
KAPTAIN BRAWE A BRAWE NEW WORLD,2010-11-01,,12,ADVENTURE,LINUX
KAPTAIN BRAWE A BRAWE NEW WORLD,2011-12-15,,0,POINT-AND-CLICK,PC
KARAKARA,2016-06-27,,24,CASUAL,PC
KARAKARA2,2017-11-10,,5,CASUAL,PC
KARAOKE,,RATED T FOR TEEN,13,,XBOX 360
KARAOKE REVOLUTION,2003-10-24,RATED E FOR EVERYONE,0,RHYTHM,PLAYSTATION 2
KARAOKE REVOLUTION,2004-11-10,RATED E FOR EVERYONE,0,RHYTHM,PLAYSTATION 3
KARAOKE REVOLUTION PARTY,2005-11-08,RATED E +10 FOR EVERYONE +10,0,RHYTHM,PLAYSTATION 2
KARAOKE REVOLUTION PRESENTS AMERICAN IDOL,2007-01-02,RATED E +10 FOR EVERYONE +10,0,RHYTHM,PLAYSTATION 2
KARAOKE REVOLUTION PRESENTS AMERICAN IDOL ENCORE,2008-02-05,RATED E FOR EVERYONE,0,RHYTHM,PLAYSTATION 2
KARAOKE REVOLUTION VOLUME 2,2004-07-13,RATED E FOR EVERYONE,0,RHYTHM,PLAYSTATION 2
KARAOKE REVOLUTION VOLUME 3,2004-11-09,RATED E FOR EVERYONE,0,RHYTHM,PLAYSTATION 2
KARATEKA,2012-11-07,RATED T FOR TEEN,23,2D FIGHTING,PLAYSTATION 3
KARATEKA,2012-11-07,,31,ACTION,PLAYSTATION 3
KARD COMBAT,2011-07-13,,0,BOARD,IOS (IPHONE/IPAD)
KARDS,2019-04-12,,40,STRATEGY,PC
KARMA INCARNATION 1,2016-10-19,,10,ADVENTURE,MACOS
KARMA MIWA,2016-08-12,,3,ACTION,PC
KARMAFLOW THE ROCK OPERA VIDEOGAME  ACT I & ACT II,2015-05-06,,6,ADVENTURE,PC
KARMAZOO,2023-11-14,RATED E FOR EVERYONE,0,2D PLATFORMER,PC
KARNAAJ RALLY,2003-01-02,RATED E FOR EVERYONE,0,VEHICLE COMBAT SIM,GAME BOY ADVANCE
KAROS,2014-12-24,,6,RPG,PC
KAROS RETURNS,2015-07-30,,6,RPG,PC
KAROSHI,2011-02-08,,5,2D PLATFORMER,IOS (IPHONE/IPAD)
KARTRIDER DRIFT,2023-01-09,,19,ACTION,IOS
KARTRIDER DRIFT CLOSED BETA,2021-12-06,,4,ACTION,MACOS
KATAMARI AMORE,2011-10-27,,0,MISCELLANEOUS,IOS (IPHONE/IPAD)
KATAMARI DAMACY,2004-03-18,RATED E FOR EVERYONE,78,ACTION,PLAYSTATION 3
KATAMARI DAMACY,2004-09-21,RATED E FOR EVERYONE,111,ACTION ADVENTURE,PLAYSTATION 2
KATAMARI DAMACY REROLL,2018-12-06,,159,ACTION,PC
KATAMARI DAMACY REROLL,2018-12-07,RATED E FOR EVERYONE,117,ACTION ADVENTURE,NINTENDO SWITCH
KATAMARI FOREVER,2009-09-18,RATED E FOR EVERYONE,25,ARCADE,PLAYSTATION 3
KATAMARI FOREVER,2009-09-22,RATED E FOR EVERYONE,45,ACTION,PLAYSTATION 3
KATANA KAMI A WAY OF THE SAMURAI STORY,2020-02-20,RATED M FOR MATURE,12,ACTION RPG,PLAYSTATION 4
KATANA ZERO,2019-04-17,RATED M FOR MATURE,306,2D PLATFORMER,PC
KATANA ZERO,2019-04-17,,1063,ACTION,XBOX ONE
KATAWA SHOUJO,2009-04-29,,121,ADVENTURE,PC
KATHY RAIN,2016-05-05,,148,ADVENTURE,PC
KATHY RAIN,2016-05-05,,98,POINT-AND-CLICK,PC
KATHY RAIN DIRECTOR’S CUT,2021-10-26,RATED T FOR TEEN,16,ADVENTURE,NINTENDO SWITCH
KAYAK VR MIRAGE,2023-02-22,RATED E FOR EVERYONE,32,INDIVIDUAL SPORTS,PC
KAZE AND THE WILD MASKS,2021-03-26,RATED E FOR EVERYONE,43,2D PLATFORMER,PC
KAZE AND THE WILD MASKS,2021-03-26,RATED E FOR EVERYONE,22,ACTION,XBOX ONE
KEEBLES,2015-03-27,,7,ACTION,MACOS
KEEN DREAMS,1991-03-03,,14,ACTION,MACOS
KEEP TALKING AND NOBODY EXPLODES,2015-10-08,,395,SIMULATION,XBOX ONE
KEEP TALKING AND NOBODY EXPLODES,2018-08-16,RATED E +10 FOR EVERYONE +10,17,ACTION PUZZLE,PC
KEEPSAKE,2006-03-31,RATED E FOR EVERYONE,15,POINT-AND-CLICK,PC
KELLY SLATER'S PRO SURFER,2002-09-16,RATED E FOR EVERYONE,5,SURFING,GAMECUBE
KELVIN AND THE INFAMOUS MACHINE,2016-07-21,,18,ADVENTURE,PC
KELVIN AND THE INFAMOUS MACHINE,2016-07-21,,21,POINT-AND-CLICK,PC
KEN FOLLETT'S THE PILLARS OF THE EARTH,2017-08-15,RATED M FOR MATURE,96,VISUAL NOVEL,PC
KEN FOLLETTS THE PILLARS OF THE EARTH,2017-08-15,,123,ADVENTURE,XBOX ONE
KENA BRIDGE OF SPIRITS,2021-09-21,,405,ACTION,PC
KENA BRIDGE OF SPIRITS,2021-09-21,RATED T FOR TEEN,1405,ACTION ADVENTURE,PLAYSTATION 5
KENGO LEGEND OF THE 9,2007-09-11,RATED M FOR MATURE,5,3D BEAT-'EM-UP,XBOX 360
KENGO MASTER OF BUSHIDO,2001-01-03,RATED M FOR MATURE,7,3D FIGHTING,PLAYSTATION 2
KENKA BANCHO BADASS RUMBLE,2009-11-10,RATED T FOR TEEN,6,3D BEAT-'EM-UP,PSP
KENSHI,2011-11-21,,297,RPG,PC
KENSHI,2018-12-06,,164,ACTION,PC
KENTUCKY ROUTE ZERO,2013-02-22,,73,ADVENTURE,PC
KENTUCKY ROUTE ZERO,2020-01-28,RATED T FOR TEEN,301,ADVENTURE,IOS
KENTUCKY ROUTE ZERO  ACT I,2013-01-07,,125,ADVENTURE,PC
KENTUCKY ROUTE ZERO  ACT II,2013-05-31,,53,ADVENTURE,PC
KENTUCKY ROUTE ZERO  ACT III,2014-05-06,,178,ADVENTURE,PC
KENTUCKY ROUTE ZERO  ACT IV,2016-07-19,,54,ADVENTURE,PC
KENTUCKY ROUTE ZERO TV EDITION,2020-01-28,RATED T FOR TEEN,86,ADVENTURE,NINTENDO SWITCH
KERBAL SPACE PROGRAM,2011-06-24,,745,SPACE SIM,PC
KERBAL SPACE PROGRAM,2015-04-26,RATED E FOR EVERYONE,389,SIMULATION,LINUX
KERBAL SPACE PROGRAM ENHANCED EDITION,2018-01-16,RATED E FOR EVERYONE,32,SPACE SIM,PLAYSTATION 4
KERBAL SPACE PROGRAM MAKING HISTORY,2018-03-13,,9,SPACE SIM,PC
KERO BLASTER,2014-05-11,,45,2D PLATFORMER,PC
KERO BLASTER,2014-05-11,,29,ACTION,PC
KERSPLOOSH!,2013-03-07,RATED E FOR EVERYONE,7,MISCELLANEOUS,3DS
KESSEN,2000-11-13,RATED T FOR TEEN,0,REAL-TIME STRATEGY,PLAYSTATION 2
KESSEN II,2001-09-26,RATED T FOR TEEN,19,REAL-TIME STRATEGY,PLAYSTATION 2
KESSEN III,2005-02-22,RATED T FOR TEEN,18,REAL-TIME STRATEGY,PLAYSTATION 2
KETZAL'S CORRIDORS,2012-04-12,RATED E FOR EVERYONE,19,ACTION PUZZLE,3DS
KEYBOARD KILLERS,2017-09-21,,35,ACTION,PC
KEYWE,2021-08-31,,6,ACTION PUZZLE,PC
KEYWE,2021-08-31,RATED E FOR EVERYONE,21,CASUAL,PLAYSTATION 5
KHAN ABSOLUTE POWER,2016-03-18,,2,ACTION,PC
KHIMERA DESTROY ALL MONSTER GIRLS,2016-05-08,,16,ACTION,PC
KHOLAT,2015-06-08,RATED T FOR TEEN,406,ADVENTURE,XBOX ONE
KHOLAT,2015-06-09,,146,FIRST-PERSON ADVENTURE,PC
KICK & FENNICK,2015-02-03,RATED E +10 FOR EVERYONE +10,41,2D PLATFORMER,PLAYSTATION VITA
KICK & FENNICK,2015-02-03,,16,ACTION,XBOX ONE
KICKASS 2,2013-11-26,,3,ACTION,PC
KICKASS THE GAME,2010-04-29,RATED M FOR MATURE,13,ADVENTURE,PLAYSTATION 3
KICKBEAT,2013-09-03,RATED T FOR TEEN,58,ACTION,PLAYSTATION 3
KICKBEAT,2013-09-03,RATED T FOR TEEN,31,RHYTHM,PLAYSTATION VITA
KICKIN MOMMA,2011-08-04,,0,ACTION,IOS (IPHONE/IPAD)
KID A MNESIA EXHIBITION,2021-11-18,,33,ADVENTURE,PC
KID ICARUS,2012-03-23,RATED E FOR EVERYONE,53,2D PLATFORMER,3DS
KID ICARUS UPRISING,2012-03-23,,75,ACTION,NINTENDO 3DS
KID ICARUS UPRISING,2012-03-23,RATED E +10 FOR EVERYONE +10,652,ACTION ADVENTURE,3DS
KID TRIPP,2013-08-01,,0,2D PLATFORMER,IOS (IPHONE/IPAD)
KIDNAPPED,2015-08-04,,19,ACTION,PC
KIDS,2019-05-28,RATED E FOR EVERYONE,70,ADVENTURE,MACOS
KILL FUN YEAH,2014-05-30,,5,ACTION,PC
KILL IT WITH FIRE,2020-08-13,RATED T FOR TEEN,47,ACTION,XBOX ONE
KILL IT WITH FIRE,2020-08-13,,24,SIMULATION,PC
KILL IT WITH FIRE HEATWAVE,2020-07-17,,9,ACTION,PC
KILL IT WITH FIRE IGNITION,2020-04-28,,12,ACTION,PC
KILL LA KILL  IF,2019-07-25,,22,ACTION,PC
KILL LA KILL IF,2019-07-26,RATED M FOR MATURE,58,3D FIGHTING,PLAYSTATION 4
KILL STRAIN,2016-07-12,RATED T FOR TEEN,31,THIRD PERSON SHOOTER,PLAYSTATION 4
KILL THE BAD GUY,2014-05-28,,17,ACTION,XBOX ONE
KILL TO COLLECT,2016-04-06,,5,ACTION,PC
KILLALLZOMBIES,2014-10-28,,11,ACTION,XBOX ONE
KILLALLZOMBIES,2016-08-10,RATED T FOR TEEN,0,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 4
KILLER INSTINCT,2013-11-22,RATED T FOR TEEN,657,2D FIGHTING,XBOX ONE
KILLER INSTINCT,2013-11-22,RATED T FOR TEEN,307,ACTION,XBOX ONE
KILLER INSTINCT SEASON 3,2016-03-29,,149,2D FIGHTING,XBOX ONE
KILLER IS DEAD,2013-08-01,RATED M FOR MATURE,116,ACTION,XBOX 360
KILLER IS DEAD,2013-08-27,RATED M FOR MATURE,239,ACTION ADVENTURE,PLAYSTATION 3
KILLER IS DEAD  NIGHTMARE EDITION,2014-05-23,,395,ACTION,PC
KILLER QUEEN BLACK,2019-10-11,RATED E +10 FOR EVERYONE +10,55,ARCADE,NINTENDO SWITCH
KILLER7,2005-06-09,RATED M FOR MATURE,78,ACTION,PLAYSTATION 2
KILLER7,2005-07-07,RATED M FOR MATURE,80,ACTION ADVENTURE,GAMECUBE
KILLING FLOOR,2009-05-14,,826,ACTION,PC
KILLING FLOOR,2009-05-14,RATED M FOR MATURE,783,FPS,PC
KILLING FLOOR  TOY MASTER,2014-10-16,,35,ACTION,MACOS
KILLING FLOOR 2,2016-11-16,RATED M FOR MATURE,224,FPS,PC
KILLING FLOOR 2,2016-11-18,,784,ACTION,PLAYSTATION 4
KILLING FLOOR INCURSION,2017-11-07,,20,ACTION,PLAYSTATION 4
KILLING FLOOR INCURSION,2018-05-01,RATED M FOR MATURE,14,LIGHT GUN,PC
KILLING ROOM,2016-10-20,,13,ACTION,PC
KILLING TIME,1995-12-31,RATED M FOR MATURE,17,ACTION,PC
KILLSQUAD,2021-10-21,,7,ACTION RPG,PC
KILLSQUAD,,,12,ACTION,PC
KILLSQUAD,,,12,ACTION,PC
KILLZONE,2004-11-02,RATED M FOR MATURE,119,ACTION,PLAYSTATION 2
KILLZONE,2004-11-02,RATED M FOR MATURE,249,FPS,PLAYSTATION 2
KILLZONE 2,2009-02-25,RATED M FOR MATURE,183,ACTION,PLAYSTATION 3
KILLZONE 2,2009-02-27,RATED M FOR MATURE,958,FPS,PLAYSTATION 3
